star_score,review
2,처음 넷플릭스로 봤는데 영화관 재재개봉하면한번 더보고싶다 감동이밀려오는 찡한 영화 
2,재밌었어요 엉엉움흑흑흑 
2,나도 이런 사랑을 하고 싶다. 
2,두번보세요~~~!! 
2,제 인생 최고의 영화입니다.10년만에 봐도 다시 울고 있네요. 
2,사랑의 위대함을 다시 한번 느낄 수 있었던 영화. 오랜만에 마음이 뭉클해지네요 
2,"존나 재밌어요,, 와 인생 미영 와 "
1,내가 약혼자라고 생각하니깐 너무 화나는 영화 바람피는 영화 미화임 솔직히 
2,사랑의 이야기. 영원한 기다림. 이야기의 사랑. 
2,
2,5년전 남자친구가 바람을 폈을 때는 미비포유가 전혀 이해되지 않았고 그 기억을 되살려주는 것 같아서 정말 별로였던 영화였다.지금 자기 인생에서 나를 최우선적으로 생각해주는 사람을 만나고 본 노트북은 달랐다. 이 사람...
2,마지막 부분 정말 감동적이에요 대사 하나하나가 가슴을 후벼파네요... 눈물이 안 날 수가 없었어요 너무 아름다운데 슬프네요 ㅠㅠ 
2,사랑이 하고싶어졌다. 
2,밉고 괘씸하고 한없이 미워...하지만 뭐가 어찌되었든 보고싶네... 이거보면 다시 연락해 ... 
2,이렇게좋은영화를이제서야보다니.. 
2,
2,두번  봐도 너무  여운이  남네요  잔잔하면서도  스토리가 탄탄하네요 
2,진짜 찐 인생영화입니다 함만 봐주십쇼... 
2,날 나답게 해줄 수 있는 그런 사람. 다른 말이 필요없다 
2,"디게 현실에 없을것같은 사랑이긴한데 동화같이 아름다운 영화! 너무 재밌게 봤고, 마지막장면은 잊을수가 없다! "
2,약혼남을 그렇게 생각해가면서 봐야하나 영화일 뿐인데.. 그저 마지막 장면과 남녀의 진짜 사랑이 찐하게 와닿았고 감동까지 준 영화 
2,"스포일러가 포함된 감상평입니다. 감상평 보기자신이 해주고 싶은 걸 앨리에게 해주는 약혼자, 앨리가 하고싶은 걸 하도록 해주는 노아 ㅠㅠ 기가막힌다ㅠㅠ 노아를 만나서 자신을 찾음 "
2,모든 조건들을 뿌리치고 순수한 사랑을 할수있을까?라는 의문을 내 자신에게 주는 영화 
2,사랑은 이렇게하는거구나 
2,너무나 아름다운 영화...세상에 이건정말 인생영화야ㅠㅠ 감독이 정말 로맨티스트시네 
2,좋아했던 여사친이 추천해서 본지 2주일 후 여친이 되어 같이보고 있다 
2,스포일러가 포함된 감상평입니다. 감상평 보기영화 흡입력이 너무 좋았다. 시간 가는 줄 모르고 봤던 영화. 나를 나답게 만들어주는 사람과 결혼하면 그것도 성공한 인생일 듯. 그러나 현실적으로 앨리 행동이 너무 답답..정리하고 만나든가..약혼자만 불쌍하고 이게 ...
2,말이 필요없어요...지금 다시봐도 흥분되고 아름답네요...쵝오! 
2,
2,세상 제일 애정하는 영화 
2,지금까지 내가 봤던 로맨스 영화들 중에서 가장 아름다운 로맨스 영화가 아닌가 싶다. 아직 안 본 사람들은 꼭 보시길 
2,영화보는 내내 첫사랑이 생각나는 영화 마지막장면에서 마음에서 눈물이 나왔네요 
2,"If in some distant place in the future, we see each other in our new lives, I'll smile at you with joy. And remember..."
2,혼자 밤에 울면서봄 ㅠ 꼭보세요 
2,앨리가 뛰는 장면마다 사랑을 연기하는것이 아닌  진짜 사랑하고 있다고 느껴져서 너무 설렜다. 그 장면이 잊혀지질 않는다. 
2,어렸을때 봤던 것과는 다른 시점으로 보게 된다. 이런게 사랑 아닐까. 너무 완벽한 스토리. 거기에 완벽한 배우의 연기. 너무나 사랑스러운 영화또 이 영화를 보게 되겠지... 
2,ㄹㅇ감동.... ㅠ ㅠ 
2,영화가 정말 아름답습니다 새벽에 보시는걸 추천드리고요 그냥 보시는걸 추천드립니다 정말 가슴아픈 이야기입니다 . 
2,잊을 수 없는 사랑이 있다면 꼭 보세요ㅠㅠ 
2,5년 지나서 보니 감명의 깊이가 다르네요.... 
2,부인을 사랑하는 모습과 서로에 대한 애정을 통해 진정한 사랑을 보여주며 감동을 주는 좋은 영화이다. 옛날에 만든 영화임에도 불구하고 완성도가 뛰어난것 같다. 정말 감동적인 영화이다. 
2,"어떻게 같은 영화인데, 이렇게 느낌이 다를까요...???총각시절에도 명화였지만결혼후, 아이아빠인 지금 영화를 다시 보지만 정말 감회가 새롭네요...정말 다른 느낌이고 뭔가 현실로 다가오는 느낌... 그리고 영화의 완..."
2,이런 사랑을 해보고싶다 뻔한 이야기였지만 감동적인.. 
2,존나 슬프다 지금도 울고있으무 
2,사랑한다면 이들처럼.. 
2,내가 가장 좋아하는 영화.. 그 어떠한 감동적인 로맨스영화를 봐도 이 영화만은 이기지 못한다...그토록 이 영화를 보면 나도 이 영화처럼 사랑하고싶은 영화. 
2,"평생을 만나도 사랑을 모르고, 하루만 만나도 사랑을 알 수 있다. "
2,최고의 로맨스 영화ㅠㅠㅠ 
2,
2,저 시대에 살고싶은 영화 
2,레이첼 맥아담스 이쁘다 약혼자는 뭔죄냐 
2,맨날봐도 맨날 울지 뭐..  ㅠㅠ 
2,마지막 대사는 정말 좋았지만 약혼자와 미망인 입장에선 정말 열불나고 배신감 느낄듯 
2,보기전에10점... 
2,결혼 10년차. 펑펑 울었네요. 
2,사랑하는 것을 사랑합니다 
2,영화 색감이 일단 너무 감성적이고 이뻤어요!그리고 첫사랑이 문득 생각나기도하는 영화같아요 보면 후회안할영화같아요! 
2,우리함께 처음 느꼈던 사랑이 영원히 함께 기억될 한편의 추억 
2,갑자기 생각나서 오랜만에 다시 봤는데 너무 감동적이네요 .. ㅠㅠㅠ 저런 사랑을 할 수 있는 것도 축복입니당 ㅠㅠ 
2,첫사랑이 생각나는 영화였다 
2,어떻게 매일 매일을 순수한 사랑을 하며 늙어갔을까!이런 사랑이 존재하기나 할까?결말을 알고 있었음에도 다시 돌아온 엘리에게 사랑한다고 말하는 노아의 그 진실함과 애절함이 내 가슴을 미어지게 해버렸다...두 사람이 원...
2,아름답고 애절한 클래식. 
2,영원히 기억에  남는영화 
2,감동받았다. 나도 이런사랑해보고싶다.. 
2,최고야 노아 늦게좠디만 넘 재ㅣㅅ다 
2,따라가라 사랑을 마음이 진정으로 원하는 
2,해피엔딩인데 눈물이 났다 
2,언제봐도 가슴 뜨거워 지는 명작 
2,처음부터 끝까지 울게 만든 영화.. 이런 사랑을 하고싶다 
2,이해를하고보면 미친듯이 감동적인영화한번볼때보다 두번 두번볼때보다 세번몇번이고 볼수록 놓친걸 찾고 배가되는 감동 
2,몇번을 봐도 지루하지 않은 영화 
2,진짜 펑펑 울었다...진짜 행복하기도 슬프기도 
2,펑펑울어버렸다 부끄럽게 
2,많은 영화를 봤지만 평점은 처음 써봅니다.그 어떤 영화를 보고 이렇게 운적은 없었습니다.  꼭 보세요.. 
2,와..진짜 내생애 최고의 영화다.. 
2,"이 영화를 고등학생때 봤는데, 당시  같이 봤던 남자친구랑 헤어진지 오래 됐는데도 아직도 생각나는 영화 "
2,이러한 사랑을 찾을 수 있을까 
2,아직 사랑에 정의를 내리지 못하는 나에게 사랑은 이런 것이라고 알려준 영화 
2,노아 옆에서 내가 내 자신일 수 있다는 확신을 가진 앨리의 선택은 옳았습니다. 앨리에게 그 외에 다른 어떤것도 요구하지 않았던 노아의  사랑은 정말 최고네요. 노아 당신은 정말 멋진 사람입니다. 
2,최고의 사랑영화!♡♡♡ 
2,이 영화를 왜 이제 봤을까? 감동이다.ㅠ 
2,이렇게 사랑하고 이렇게 사랑받고 싶다..보는 내내 가슴뭉클 ㅜㅜ 
2,진짜 너무 감동적이고 좋다. 
2,최고의 인생영화 입니다.. 
2,내 생에 가장 사랑스러운 영화 
2,콜레라 시대의 사랑이 생각나더라 
2,내 생에 최고에 영화! 아름답고 감동적인 영화입니다! 별 백개도 아깝지 않네요! 
2,내가 지금까지 본 로맨스 영화중 최고다. 
2,명작 그 자체.. 여운 강하게 남아요ㅠㅠㅠㅠ 
2,감정이입하면서 봤네요..여운이 참 많이 남습니다 
2,"어딜가든... 사랑은 어렵고 그렇게 단순하지 않으며 그렇게도 복잡 미묘 요상한 감정일 수 있다. 또 어딜 가든, 사랑이란 폭풍속의 진입장벽이 높고도 거대하다. 다만 한 가지 알 수 있는  것은... 언젠가 폭풍은 멈..."
2,자기전에 봤는데 하...내일눈 팅팅부어있겠다ㅠ 
2,노년의 부부 아름답네요 
2,"별똥별 같은 사랑으로, 천상에서 내려온 눈부신 별빛과 같아요. 잠깐 영원성을 발하다가 눈 깜짝할 새 사라지죠. 앨리가 치매에 걸린 후 노아의 정성과 사랑 덕분에 그들에게 기적처럼 찾아오는 옛 기억, 그리고 눈 깜짝할..."
2,여운이 엄청 오래가는 영화 
2,내인생 최고의 멜로영화 여러번 봤은 
2,지금은 같이 하지 못하지만 너를 영원히 기억할게 
2,썸타는 누나가 dvd방 가자고 해서 본 영화 내 인생 영화 
2,배우들 연기가 사기적이다... 
2,진짜 죽기전에 한번쯤은 나도 이런사랑이 올까 라는 기대로 가득차게 해준영화 
2,내 인생영화. 볼 때마다 눈물 흘리게되는 영화. 
2,너무 감동적이고 아름다운영화이나약혼자를 넘완벽하게 만드셨어요..내가 선택할것도 아닌데 나도 겁나헷갈렸네..약혼자불쌍해..근데 주인공 같은 사랑하고싶다 
2,진짜 하...너무 감동적인 영화인거 같아요 
2,해리케인 순애보네 ㄷㄷ 
1,김목경이 부릅니다 '어느 60대 노부부 이야기' 
2,"이런 사랑을 할 수 있을까, 너무 멋진 영화였어요 "
2,띵작이네요 추천합니다 
2,이건 미쳣다 ㅠㅠ 첫사랑의 실현을 믿게 해준 영화 
2,지금봐도 정말 아름다운 영화..ㅜ 
2,드디어 노트북을 봤는데 여운 장난아니다.... 왜 내가 겪은느낌이냐 ㅠㅠㅠ 
2,최고다진짜 인생영화다ㅠㅠㅠ 
2,오늘 날을 맞춰서 본영화. 슬프다.... 
2,주인공이 중간에 바껴요 깜짝놀랐네요~^^ 크리스마스에 친구들과 같이 봤지만 여러분은 연인과 보세요... 
2,나도 저런 사랑을 하고싶게끔 만드는 영화 이제야 봤다 유알어 벌드 아임 어 벌드.. 
2,남편이랑 크리스마스 영화로 선택해서 봤어요. 너무 좋네요. 
2,뻔함과  어수룩한듯보이는 전개 속에서 느끼는 지고지순한 클래시컬 러브스토리와 사랑스럽고 멋진 배우들의 연기력 
2,진짜 사랑이란게 이런거구나 싶어요.. 
2,아침부터 대성통곡함 OO 감동적이다 
2,"마지막장면의 여운크네요..., "
2,인생영화 고등학교때를 회상하고 그립게 만들어주네여 
2,누군가를 열렬히 사랑하는 마음을 잘 보았다. 
2,이새벽에 다시 보고 또 엄청 울었다 다시 봐도 감동적인 영화 띵작임 
2,인생에 행복이 별건가.. 
2,완벽완벽완벽. 인생영화 자리를 내어주기에 아깝지않다. 
2,라라랜드 재개봉 때문에 고슬링 형님 영화라 찾아 봤는데 띵작이네요. 진짜 오랜만에 가슴떨리면서 본 영화입니다. 저런 쫄깃하고 사랑스러운 연애를 할 수 있을가 생각이 계속납니다. 
2,원래 멜로 로맨스 이런건 다 나랑 안맞고 억지감성팔이나 이런거 싫어했는데 이 영화의 후반부 한 장면때문에 눈물콧물 질질 다 짰던 기억이 나네요. 진짜 억지스러움 없이 나를 울렸던 영화 
2,보는 내내 행복했다 나도 저런 사랑을 할 수 있을까ㅜㅜ 
2,지극한 사랑은 무모한 것 같아도 그만큼 강력한 것은 없다 
2,시간은 너무나 잔인한데 그것을 덮는 것은 사랑이다 
2,왜 이제야 봤을까 싶다. 내 인생 최고의 영화 
2,결국 만나게 될 운명은 어떻게든 이어진다 
2,"14년이 지난 영화 댓글중 ""미망인 불륜""  말하는 사람 다시 보고 판단하셈  약혼자 일뿐 결혼이  아닌상태 미혼입니다 또한 주인공 노아 결실이 편지담긴 이야기 "
2,보면서 오열했어요... 
1,돈이냐 사랑이냐의 딜레마라는 통속적 소재의 멜로물에 질병이라는 소재를 더해서 신선함을 꾀했다. 
2,이 영화를 일찍 봤다면 내 인생이 달라졌을까요?매일 죽도록 싸우겠지만 사랑하니까 기꺼이 할래  이 맘이었어야 했는데... 
2,진짜 인생영화로 새겨질만큼 명작인영화 
2,명작.나를 되돌아보게 된다 
2,한 사람을 영원히 사랑하는 기적이. 또다른 기적을.정말 아름답다아름다워서 눈물이 난다 
2,너무 슬프다 분명 아름다운 결말인데 왜 이렇게 슬프지 what do yoy want? 노아의 말이 계속 떠오른다 앨리가 책임감 없다고 말하는 사람들 이해 안 됨 앨리는 자기가 원하는 걸 따라간거임 
2,보면서 너무 마음이 아팠네요.. 스포일러가 될까봐 말하지 못하겠지만 처음에 볼 때는 설레는 장면으로 유명해서 보게됐는데 엉엉 울면서 끝난 영화. 
2,사랑하는 연인과 함께 본다면 감동이 배가 될 명작 
2,재미있었습니다. 마지막 너무 감동임 ㅠㅠ 이런 감성적인 로맨스 좋아하시는 분은 그시절 우리가 좋아했던 소녀도 한번 보세요. 이만큼 명작입니다 
2,다른영화는 슬퍼서 울긴해도 짜내는 점이 더 많지만 이영화는 나도모르게 눈물이 나는 그런 영화였다 이제야 봤지만 이만한 명작은 없는거 같다는 느낌이든다.. 
2,인생영화.. 너무 달콤하고 슬프다 
2,"라이언고슬링이 좋아서, 유명하다길래 휴일찾아 튼 영화. 울고 웃고 설레고 아프고 왜 이제서야 이 영화를 봤을까? "
2,유한한 삶 사랑한다면 이렇게... 모든사랑엔 추억과 역사가있다 나에게도 그런 사랑이있어서 너무 고맙다... 
2,진짜 이렇게 운 거 처음이다 
2,영혼을 바쳐 평생 한 여자를 사랑했으니 내 인생은 성공한 인생입니다. 노아의 대사... 앤딩 크래딧이 올라갈 때 얼마나 울었는지 몰라요 
2,지이인짜아아재애미있다 
2,지루하고 뻔할 수도 있는 전개를 남다르게 보여줬다. 노아도 노아지만 론이 정말 안타까웠던 . 그리고 약  2시간에 걸쳐 봤지만 아깝지 않았던 영화. 
2,뭔가 잔잔하게 슬프다... 전체적인 스토리가 슬펴 딱히 슬픔포인트가 없어도 울게되엇다... 
2,감동 우리는 왜 이런사랑을 할 수 없을까요? 지고지순한 사랑에 박수 
2,내인생의 가장 행복했던 영화엔딩크레딧이 올라가고 우리도 헤어져도 그들처럼 다시만나 사랑하자 약속했던 그뒤로도 열번을 넘게봤던 죽을때까지 잊지못할 가슴아프고 사랑스러운 추억같은영화 
2,굿 좋아요완전 재미있는 영화에요 
2,"존예 레이첼 맥아담즈의 리즈 시절을 볼수 있다는것만으로도,소피 마르소의 데뷔작 라붐이나 피비 케이츠의 데뷔작 파라다이스급 영화...단 치매걸린 할매한테 철새처럼 고향으로 떠나라고 철새가 날라가는 모습을 보여주는 장면..."
2,정말 완벽 그자체... 저렇게 사랑할 수 있을까요. So lovely? 
2,감동적이다 몇 년이 지나서 꼭 다시보고싶은 영화 
2,보는 내내 나도 언젠가 이런 사랑을 해보고싶다는 생각을 하게 만든 영화 마지막까지 감동적이었습니다.. 
2,"제 인생작품, 어찌보면 식상한 플롯인데 이렇게 마음을 울리는지... "
2,네이버에서 추천하는 로멘스 영화 중 최고로 나와있어 찾아서 개봉한지 13년이 지나서야 이 영화 봤습니다.과연! 추천할 만 한 영화였습니다.  이영 화를 만든 모든 사람들에게 찬사를 보냅니다. 
2,실화라는게 안믿길 정도의 로맨스 영화 
2,"언제 다시 봐도 감동적인 영화, "
2,"첫사랑을 알려준 영화, 끝사랑을 알려준 영화 "
2,best of best 
2,이 영화 정말 명작이네요.... 뭔가 공감이 되는 영화였고 다 보고 나서도 여운이 계속 남네요 
2,제 인생에서 본 로맨스 영화들중에 베스트로 생각하는 작품 중 하나네요  최고였습니다 
2,이 영화를 좀 더 빨리 봤더라면.. 
2,마지막 눈 감을때 누구와 함께 있고 싶은가 
2,영화보다 그들의 사랑이 너무 아름답다 
2,아름답고 애절한 사랑영화. 연인들에게 강추 
2,"내 인생 영화, 평생소장용 영화 "
2,내 인생영화 제발 평점 깎지마ㅠㅠ 
2,하..그냥 인생영화....계속 생각난다. 살면서 저런 사랑안해보고 죽으면 억울할것 같애 ㅠㅠㅠ 
2,마지막 장면이 너무 기억에 남는다 
2,내용이 정말 깊다... 가슴 아프지만 아름답고 순수한 사랑에 소리내어 웃고 울었다ㅠㅠㅠ 
2,제가 정말 좋아하는 영화! 
2,와이프가 보고 슬프다고 함. 스토리 좋다고 함. 남주가 좀 아쉽다 함. 평점 9점 
2,어린 사랑 이 성숙해져가는 과정과 결과 
2,최고 최고 최고의 로맨스ㅠㅠ 평생 이런 사랑 한번이라도 했다면 성공한거다 
2,젊은날의 사랑도 노년이 되어서의 사랑도 너무 아름답다...마지막 장면쯤부터 많이 울었다..다시 또보고 싶은 영화!!강추!!! 
2,최고다 인생ㅇ영화가 되었다 
1,잊을 수 없는 사랑의 추억 
2,보고싶은 나의 첫사랑에게.. 
2,정말 너무 너무 아름다워요... 
2,보세요 두번보세요 제발보세요 
2,매우 재미있게 봤습니다 
2,스크린이 올라가도 여운이 계속해서 남는 영화다.. 옛 사랑이 보고싶어지게하는 그런.. 영화 
2,내 인생 로맨스영화ㅎㅎ 
2,두고두고 다시 보고싶은 영화 
2,로맨스 영화중 역대급이다 이 영화는 개인적으로 어바웃타임보다 더 감명깊게본거같다. 마지막 장면에 진심으로 울었다 
2,처음으로 평점을 준 영화 
2,"오랜만에 코끝이 찡해지고, 로맨스다운 영화 "
2,슬퍼요 ㅠ 감동적이네요 명작입니다 
2,"""사랑합니다."" ""사랑합니다."" 사랑합니다."" ""사랑합니다."" 사랑합니다."" ""사랑합니다."" ""사랑합니다."" ""사랑합니다...."
2,진짜 인생 영화라는 말이 어울리는 영화. 
2,말이필요없는 영화.. 
2,왜 영화관에서 안봤을까...ㅠㅠ집에서 보는데도 이렇게 아름다운데 
2,멋진 멜로영화. 여자가 얼마나 현실적이고 변덕이 심한지. 남잔 얼마나 좋아하고 아닌 여자에게 온도차가 다른지 ... 여자도 대단 
2,이런게 참사랑일까 이런 사랑 평생에 해볼 수 있을까 생각많아지는 영화 
2,계산없이 사랑하는게 힘들죠 요즘은.. 배우자 선택도 어느정도 자기자신의 성공의 척도가 되어버리니까요. 아직 결혼을 할 남자를 만나진 못했지만 미래에 이 영화를 다시보게 될 때 후회하지않았으면 좋겠어요 제가 
2,와 OO 명작이다 뒷부분가서는 질질짜면서 봤네 
2,난 이런 연인을 만날수있을까..? 
2,왠만해선 평점 안남기는데 이 영화는 정말 사랑하는사람에게 간 한여자에 인생영화다 불륜이다 나쁜여자다 할필요없다 사실적으로 봐라 당신은 더 사랑하는사람을 두고 약혼녀또는 약혼자에게 갈것인가? 
2,내생애최고의영화♡♡♡ㅠㅠㅠㅠ 
2,결국 누군가는 상처를 받는다. 그래서 만점을 차마 줄 수 없었다. 
0,미망인과 약혼자의 불행으로 채워진 행복처럼 보여서 좀 불편해요.충분히 사죄하고 용서를 구하는 부분도 없구요.실화라 더 많은 이야기가 있겠지만 영화자체는 너무 아름다움만 추구한 영화같습니다개인적명장면은 미망인이 앨리를...
2,나도 꼭 사랑하는 사람과 결혼할것이다! 
2,"그렇게, 결국 우리는 이어졌어 "
2,"라이언 고슬링 지금도 멋지지만, 그시절에도 풋풋하니 첫사랑같은 느낌~♡ 영화도 너무 좋았어요.^^ "
2,다시 또 보고싶은 영화다ㅠㅠ노아같은 남자랑 결혼하고싶다 ㅎㅎ 
2,사랑에 대해 다시 생각하게 된 영화. 
2,정말 손에 꼽히는 영화입니다 
2,사랑한다면 이들처럼~집에가서 사랑하는 와이프를 꼭 안아 줘야겠어요너무 좋은 영화 입니다 
2,하아...ㅠㅜ 진짜 보면서 엄청 울었네요..ㅠㅠ 진정한 사랑이 먼지 보여주는것 같아요ㅠㅜ 
2,실화라니....그래서 뻔한스토리라는 것과 상관없다. 
2,사랑해요 이 영화 이런 사랑이 있을까 
2,사랑이야기 너무좋았다 라이언고슬링의 연기 좋았다 
2,절대로 지루함이 없었던 멜로영화 오히려 잘 궤여진 스릴러보다 가슴이 뛰었다. 명작. 
2,보는내내 울면서 봤어요.너무 슬프네요 하염없이 
1,가슴 저미는 사랑한번 못해보고 떠나는 인생은 성공한 삶인가? 
2,슬프지만 아름다운 사랑이야기 
2,오랜만에 다시 봤어요 얼마전 짝사랑하던 남자가 있었는데 그애도 첫사랑을 못잊어하는것같고 모든 사랑을 다 쏟아부어서 이제는 누굴 만나도 줄수있는 사랑이 없답니다ㅜ노아가 과부에게 했던 말이 가슴이 아프네요 
2,"알 수 없는 감정들이 나를 눌러 눈물나게 한 영화, 사랑하면 이들처럼이라는 말이 맞겠다 싶은 영화. "
2,2000년대 이후로 최고의 로맨틱영화는 이영화가 아닐까?? 
2,정말 좋은영화입니다봐도 봐도 좋네요 
2,"단언코 내 인생영화. 연애를 시작할 때의 감정과 헤어질 때의 감정, 생을 마감할 때의 감정을 모두 대신 느끼게 ;해주는 영화 "
2,감히 최고라고 할 수 있겠다. 
2,네번 째 돌려보고 있는 영화 
2,내가 했던 사랑을 다시 돌아보게 하는 영화 
2,인생영화..진짜 사랑은 이런 것이다 
2,라라랜드를 보고 라이언 고슬링이 나온 영화를 검색하다가 이제서야 본 노트북.. 이제서야 봤기 때문인지 한창때의 모습보다 요양병원에서의 사랑이 더 눈에 들어왔고 그 깊이감이 좋았다. 그리고 레이첼 맥아담스 영화를 검색...
1,"연출, 연기 좋았던 잘 만든 영화. "
2,너무 좋아요 근데 약혼남 불쌍하다 
2,이영화는 말이피료읍죠 
1,주인공들의 순수한 사랑.. 좋다.. 아름답다. ..하지만 앨리의 약혼녀 입장에서 본다면 어떨까... 
1,"내가 하면 로맨스, 네가 하면 불륜. "
2,"그들의 풋풋했던 시절의 사랑이 아름다웠던 거지 재회 후가 아름다워 보이진 않는다. 제 3자 입장.. 아니, 그들에게 차인 남녀 입장에선 무매너 쩌는 민폐커플. 그럼에도 이 영화를 긍정적으로 보는건 젊은시절을 이야기 ..."
1,초콜릿 같은 영화. 단맛이 매력적이고 중독적이다. 뻔하긴 하지만 손이 멈추질 않음. 
2,예쁜 사랑 이야기... 
2,관람객너무 아름다운 영화에용 ㅜㅜ 
2,"인생영화. 레이첼이 참 예쁘다. 하지만 몇번의 연애 후 다시보니 레이첼의 파혼자 입장이 보였다. 결국엔 순수한 사랑을 빙자한 바람아닐까. 흔히 말하는 내가하면로맨스, 남이하면 불륜.. (고로 별은 1개 빼겠다) 하지..."
2,관람객다시 재개봉해서 보러갔는데 영상미도 너무 좋고 진짜 너무 잔잔하고 너무 좋았어요ㅠㅠ 
2,관람객주변 사람들한테 꼭 한번 보라고 추천해주고싶은 영화 
2,관람객기억에 남는 영화였습니다! 
2,관람객뇌를 비우고 즐기면 된다 
2,관람객시리즈 팬들에게 주는 선물 같았던 엔딩..크.... 아련아련 ㅜㅜ 
2,관람객역시 분노의 질주! 이런 블록버스터는 역시 극장에서 봐야지 
2,관람객와 오랜만에 극장에서 봤는데 스케일 도랐 액션 개쩜 
2,관람객티라노사우루스는 팔이 짧아 분노의 질주 꿀잼 액션을 보고도 박수를 못쳐서 멸종됐다. 
2,관람객스포일러가 포함된 감상평입니다. 감상평 보기전작까지는 우주빼고 안가본데가 없었는데 이제 우주까지 나가네요.. 
2,관람객졸라 신난다 진짜ㅋㅋㅋ 아 아침 일찍 보고 왔는데 보람있군 
2,관람객저스틴 린 감독이 진짜 오리지널 감독이긴 하네. 진짜 <분노의 질주> 시리즈 보는 것 같음!!!! 
2,관람객진짜 상상이상의 액션ㅋㅋㅋㅋ 아직 안본 분들 정말 상상도 못하셨을 겁니다 
2,관람객너무 재미있었어요~~ 기다린 보람이 있었어요 다음편두 더 기대할게요 
2,CGV 수원 조조 6시30분 전 세계 최초 관람하고 댓 남깁니다 와 이번꺼 액션 장난 아님 무조건 극장에서 봐야함 빡빡이 2명이 빠져서 아쉽지만 그래도 다른 배우들이 한 몫했음 쿠키도 있으니 챙겨보길 바람 
2,관람객마지막 닛산 스카이 라인이 나오는 장면 만으로도 이 영화는 가치가 있다 
2,흐엉...ㅠㅠ 너무 그리웠고 너무 반가웠어요!극장 자리에 딱 앉았을 때의 기분을 얼마나 느끼고 싶었었는지..! 휴 포스터 들고 코로나 병맥 사 들고 집에 갑니다. 
2,관람객빈 디젤은 세월이 이렇게 많이 흘렀는데도 전혀 나이 먹지 않은 느낌이다.. 진짜 멋짐bb 
2,역시는 역시다! 이런 블록버스터를 극장에서 본게 얼마만이냐 대체 ㅎㅎㅎ 
2,관람객역시 분노의 질주! 엄청난 스케일과 함께 좋은 노래들이 많아서 잘 봤습니다! 마지막 쿠키영상까지 짱이었습니다! 
2,관람객분노의질주 시리즈는 무조건 극장에서 봐야 함 
2,그냥 최고임 다시 봐야지 
2,관람객분노의질주는 역시 짱이네요 신나는 액션으로 너무 재밌게 보고 왔습니다 
2,관람객화끈하네요 시간가는줄 몰랐어요멋지네 
2,관람객말이 필요없다.. 걍 두시간 넘는 시간이 후딱 지나 가더라.. 이런게 바로 시간 순삭ㅋㅋㅋ 
2,관람객스케일 짱이네요ㄷㄷ 오랜만에 잼있게봤어요 
2,관람객8이 액션씬이 더 좋았지만 9도 진짜 스토리랑 연출면에거 나무랄게 없었다. 다음 시리즈에는 드웨인 존슨도 참여했으면 좋겠다. 역시 최고의 영화 
2,관람객토레로~~~정말멋잇어 
2,영화가 재밌어요 
2,이 영화를 훗날 집에서 본 사람은 이 영화를 보았다고 말할 자격이 없다. 
2,러닝타임이 좀 길어서 놀랬긴 한데 액션은~ 돈이 퐝퐝터짐. 대리만족 쩔고 한 한이 나와요! 갈수록 송강호 배우랑 닮아보이는데 쨌든 재밌음. 
2,관람객분노의 질주는 실망이란 단어는 없다 
2,"관람객액션은 그대로, 하나되는 가족 "
2,관람객박진감 넘치는 액션 짱~^^ 오랜만의 영화관 나들이 자체가 힐링이네요 
2,관람객간만에 액션 잼나게 봤어요~ 
2,분노의 질주는 영화관에서 보는게 진리죠ㅋㅋ강추입니다! 
2,할머니 운전실력보고 놀래서 오줌지렸다 
2,관람객간만에 상상 그이상의 액션 잘~ 봤어요 ^^ 
2,이게 진짜 액션영화지 ㅜㅜㅜ 개봉해줘서 완전 감사할따름 ㅜㅜ 속이 다 시원함 
2,존 시나가 진짜 존나 멋있네 
2,이건 찐이다 극장에서 진짜 봐야함ㅠㅠㅠㅠ미친 액션ㅋㅋㅋ스트레스 확 풀림 
2,관람객말해 뭐해~~ 분노의 질주가 돌아 왔다구!!! 
2,관람객존잼 ㅠㅠ 역시 최고다... 심장이 두근두근하다 
2,관람객한 쪽에서 인터스텔라 찍는디욬ㅋㅋㅋㅋ 아무튼 이 영화는 가정의 달 영화가 맞음 
2,관람객은가누 나와서 뭔가 했네요 ㅋㅋ 폭탄도 많이 터지고 간만에 시원한 액션영화봤습니다 
2,관람객분노의질주 보는내내 스트레스 풀리네요 
2,관람객오랜만에 영화관 대형 스크린으로 즐감한 액션영화! 
2,관람객재밌네요...아들과 영화 데이트로 봤는데....재밌게 봤어요...액션 영화인데...잔인한 장면도 없어서... 
2,진짜 이게 영화지!!! 진짜 스트레스 뻥 뚫린다! 너무 신난다!! 
2,관람객개꿀잼이에요 ㅎㅎㅎ 끝부분은 무슨뜻인지 알고싶네요ㅠㅠ 
2,관람객배우들의 연기랑 화려한 액션신은 끝내준다 
2,관람객역시 명불허전입니다 재밌어요 
2,스포일러가 포함된 감상평입니다. 감상평 보기아침 일찍 일어나 조조로 보고 왔는데 역시나 만족 하네요 한도 다시 나오고 마지막에 파란색 스카이라인차량... 폴 워커 그립네요 
2,이거 안본사람 후회할거다 어서보자 
2,역시 분노의 질주라는 말밖에 더 할말이 없다 
2,관람객분노의질주 시리즈는 다 재밌네요 다음 편도 너무 기대됩니다 
2,관람객때려 부수고 스트레스 풀리는 영화ㅋㅋㅋㅋ 
1,관람객ost good 
